Class,Course,Title,Section,Type,Days,Time,Room,Location,Instructor (*) Additional Instructor,Status
14049,ART 499TUT,Independent Study Studio,DL,TUT,TBA, TBA,ARR,North Campus, Licata,Open w/ Reserves
13910,ART 499TUT,Independent Study Studio,JS,TUT,TBA, TBA,Cfa 226,North Campus, Sherven,Closed
24048,ART 499TUT,Independent Study Studio,KMC,TUT,TBA, TBA,ARR,North Campus, Myers-Chunco,Open w/ Reserves
23893,ART 499TUT,Independent Study Studio,NB,TUT,TBA, TBA,ARR,North Campus, Breuer,Open w/ Reserves
13683,ART 499TUT,Independent Study Studio,RR,TUT,TBA, TBA,Cfa B25,North Campus, Reitzenstein,Open w/ Reserves
14473,AHI 102LR,Survy Ital Renais To Cntm,A,REC,F, 9:00 AM - 9:50 AM,Norton 213,North Campus, Staff,Open
14405,AHI 102LR,Survy Ital Renais To Cntm,B,REC,F, 11:00 AM - 11:50 AM,Cooke 114,North Campus, Staff,Open
14416,AHI 102LR,Survy Ital Renais To Cntm,C,REC,F, 10:00 AM - 10:50 AM,Obrian 214,North Campus, Staff,Open
14387,AHI 102LR,Survy Ital Renais To Cntm,D,REC,F, 12:00 PM - 12:50 PM,Talbrt 113,North Campus, Staff,Open
23468,AHI 102LR,Survy Ital Renais To Cntm,E,REC,F, 1:00 PM - 1:50 PM,Obrian 214,North Campus, Staff,Closed
23469,AHI 102LR,Survy Ital Renais To Cntm,F,REC,F, 2:00 PM - 2:50 PM,Park 146,North Campus, Staff,Open
<<<>>>,AHI 102LR,Survy Ital Renais To Cntm,LIL,LEC,M W, 1:00 PM - 1:50 PM,Baldy 101,North Campus, Staff,Open
<<<>>>,AHI 111LR,World Civilization And Art,A,LEC,M W, 12:00 PM - 12:50 PM,Hoch 114,North Campus, Watrous,Open
17648,AHI 111LR,World Civilization And Art,R1,REC,F, 12:00 PM - 12:50 PM,Norton 216,North Campus, Staff,Closed
17649,AHI 111LR,World Civilization And Art,R2,REC,F, 10:00 AM - 10:50 AM,Norton 214,North Campus, Staff,Open
17650,AHI 111LR,World Civilization And Art,R3,REC,F, 11:00 AM - 11:50 AM,Norton 216,North Campus, Staff,Open
17651,AHI 111LR,World Civilization And Art,R4,REC,F, 9:00 AM - 9:50 AM,Norton 216,North Campus, Staff,Open
22373,AHI 111LR,World Civilization And Art,R5,REC,F, 1:00 PM - 1:50 PM,Clemen 102,North Campus, Staff,Open
22374,AHI 111LR,World Civilization And Art,R6,REC,F, 2:00 PM - 2:50 PM,Clemen 04,North Campus, Staff,Open
16330,AHI 204LEC,Mythology In Ancient Art,WAT,LEC,M W, 4:00 PM - 5:20 PM,Norton 190,North Campus, Watrous,Open
24000,AHI 333LEC,Greek Archaeology 2,A,LEC,M W F, 12:00 PM - 12:50 PM,Academ 319,North Campus, Ault,Open
18132,AHI 363LEC,Social Issues In American Art,TT,LEC,T R, 12:30 PM - 1:50 PM,Capen 109,North Campus, Triandos,Closed
20763,AHI 380LEC,Image And Gender,A,LEC,T R, 12:30 PM - 1:50 PM,Academ 355,North Campus, Pilcher,Closed
22245,AHI 380LEC,Image And Gender,B,LEC,M W F, 11:00 AM - 11:50 AM,Cfa 144,North Campus, Nutting,Closed
17383,AHI 395LEC,Contemporary Art,BG,LEC,M W, 12:30 PM - 1:50 PM,Obrian 112,North Campus, Staff,Closed
23989,AHI 411SEM,"Special Topics-Postmodernism, Identity, And D",A,SEM,T R, 3:30 PM - 4:50 PM,Cfa 144,North Campus, Triandos,Closed
23510,AHI 470SEM,Global Modernisms,A,SEM,W, 4:10 PM - 6:50 PM,Baldy 123,North Campus, Staff,Open
24023,AHI 496TUT,Museum Internship,RR,TUT,TBA, TBA,ARR,North Campus, Reitzenstein,Closed
21239,AHI 496TUT,Museum Internship,TT,TUT,TBA, TBA,ARR,North Campus, Triandos,Open w/ Reserves
20932,AS 182LR,Asian Civilization 2,NA1,REC,F, 9:00 AM - 9:50 AM,Talbrt 112,North Campus, Staff,Open
20933,AS 182LR,Asian Civilization 2,NA2,REC,F, 11:00 AM - 11:50 AM,Hoch 307,North Campus, Staff,Open
20934,AS 182LR,Asian Civilization 2,NA3,REC,F, 1:00 PM - 1:50 PM,Obrian 212,North Campus, Staff,Open
<<<>>>,AS 182LR,Asian Civilization 2,NAT,LEC,T R, 4:00 PM - 4:50 PM,Norton 190,North Campus, Nathan,Open
23641,AS 199SEM,Ub Seminar,STF,SEM,T R, 12:30 PM - 1:50 PM,Academ 325,North Campus, Staff,Open
21557,AS 333LEC,Bollywood & S Asian Cinema,GOY,LEC,T, 7:00 PM - 9:40 PM,Obrian 109,North Campus, Goyal,Closed
23725,AS 338LEC,Islam And Literature,HAK,LEC,T R, 12:30 PM - 1:50 PM,Clemen 438,North Campus, Hakala,Closed
23642,AS 345LEC,Korean Pop Culture And Hallyu,KIM,LEC,T R, 10:00 AM - 11:20 AM,Cooke 114,North Campus, Kim,Closed
23588,AS 347LEC,Fantast World Japanese Anime,OKA1,LEC,T R, 8:00 AM - 9:20 AM,Knox 110,North Campus, Staff,Open
20610,AS 347LEC,Fantast World Japanese Anime,OKA2,LEC,M W, 3:00 PM - 4:20 PM,Hoch 114,North Campus, Staff,Closed
22096,AS 374LEC,His. Of Christianity In Asia,MDO,LEC,T R, 11:00 AM - 12:20 PM,Frnczk 408,North Campus, Dodge,Open
23647,AS 375LEC,The U.s. And East Asia,HAN,LEC,T R, 12:30 PM - 1:50 PM,Talbrt 103,North Campus, Khafipour,Open
24117,AS 393LEC,Topics In Asian Studies-Urban China In Transition,LYIN,LEC,T R, 2:20 PM - 3:30 PM,Cary 135,South Campus, Yin,Open
23914,AS 395LEC,Topics In Asian Studies-East Asian Popular Mus.culture,CHO,LEC,T R, 2:00 PM - 3:20 PM,Clemen 120,North Campus, Staff,Open
23648,AS 431LEC,Special Topics,HAN,LEC,T R, 9:30 AM - 10:50 AM,Talbrt 112,North Campus, Khafipour,Open
10962,AS 498TUT,Sr Res In Asian Studies,OKA,TUT,TBA, TBA,Park 545,North Campus, Staff,Open
17394,BCH 404SEM,Res Topics In Biochemistry I,PON,SEM,M W, 2:00 PM - 3:20 PM,Dfn 205,South Campus, * Ponticelli,Open w/ Reserves
10726,BCH 407SEM,Research Seminar Evaluations,HOH,SEM,T, 3:30 PM - 4:30 PM,955 Mai 4218,Downtown Campus, Hohle,Open w/ Reserves
11497,BCH 408SEM,Gene Expression,PAR,SEM,W, 1:00 PM - 2:50 PM,Remote,Remote, Staff  * Park,Open
17986,BCH 410LEC,Biomed Genetics,HOHL,LEC,, Multiple meeting patterns.,See class detail,, Hohle,Open
19811,BCH 419LEC,Bioinformatics & Comp Bio,BUC,LEC,T R, 9:00 AM - 10:20 AM,955 Mai 2210J,Downtown Campus, Staff  * Buck  * Park,Open w/ Reserves
12919,BCH 498TUT,Undergraduate Research,BUC,TUT,TBA, TBA,ARR,Downtown Campus, Buck,Open w/ Reserves
17393,BCH 498TUT,Undergraduate Research,CST,TUT,TBA, TBA,ARR,Downtown Campus, Schaner Tooley,Open w/ Reserves
17392,BCH 498TUT,Undergraduate Research,EST,TUT,TBA, TBA,ARR,Downtown Campus, Estrada,Open w/ Reserves
15033,BCH 498TUT,Undergraduate Research,FEL,TUT,TBA, TBA,ARR,Downtown Campus, Feltri,Open w/ Reserves
12479,BCH 498TUT,Undergraduate Research,GAR,TUT,TBA, TBA,Cary 03,South Campus, Garrick,Open w/ Reserves
12370,BCH 498TUT,Undergraduate Research,HAL,TUT,TBA, TBA,ARR,Downtown Campus, Halfon,Open w/ Reserves
12094,BCH 498TUT,Undergraduate Research,KOS,TUT,TBA, TBA,ARR,Downtown Campus, Kosman,Open w/ Reserves
11983,BCH 498TUT,Undergraduate Research,LAS,TUT,TBA, TBA,ARR,Downtown Campus, Sinha,Open w/ Reserves
11998,BCH 498TUT,Undergraduate Research,LEE,TUT,TBA, TBA,Biores 356,South Campus, Lee,Open w/ Reserves
11809,BCH 498TUT,Undergraduate Research,MED,TUT,TBA, TBA,ARR,Downtown Campus, Ponticelli,Closed
11640,BCH 498TUT,Undergraduate Research,OBR,TUT,TBA, TBA,ARR,Downtown Campus, O'brian,Open w/ Reserves
16593,BCH 498TUT,Undergraduate Research,PAR,TUT,TBA, TBA,ARR,Downtown Campus, Park,Open w/ Reserves
11556,BCH 498TUT,Undergraduate Research,PAT,TUT,TBA, TBA,ARR,Downtown Campus, Patel,Open w/ Reserves
21180,BCH 498TUT,Undergraduate Research,PER,TUT,TBA, TBA,ARR,Downtown Campus, Blumental-Perry,Open w/ Reserves
11500,BCH 498TUT,Undergraduate Research,PON,TUT,TBA, TBA,ARR,Downtown Campus, Ponticelli,Open w/ Reserves
11503,BCH 498TUT,Undergraduate Research,POP,TUT,TBA, TBA,ARR,Downtown Campus, Popescu,Open w/ Reserves
15868,BCH 498TUT,Undergraduate Research,ROM,TUT,TBA, TBA,ARR,Downtown Campus, Romano,Open w/ Reserves
11360,BCH 498TUT,Undergraduate Research,RPI,TUT,TBA, TBA,ARR,Arranged, Ponticelli,Open w/ Reserves
11055,BCH 498TUT,Undergraduate Research,SIN,TUT,TBA, TBA,ARR,Downtown Campus, Sinha,Open w/ Reserves
10901,BCH 498TUT,Undergraduate Research,SUR,TUT,TBA, TBA,ARR,Downtown Campus, Surtees,Open w/ Reserves
10904,BCH 498TUT,Undergraduate Research,SUT,TUT,TBA, TBA,ARR,Downtown Campus, Sutton,Open w/ Reserves
10880,BCH 498TUT,Undergraduate Research,TAU,TUT,TBA, TBA,Biores 540,South Campus, Taub,Open w/ Reserves
17172,BCH 498TUT,Undergraduate Research,ZHA,TUT,TBA, TBA,ARR,Downtown Campus, Zhang,Open w/ Reserves
10927,BCH 499TUT,Independent Study,STF,TUT,TBA, TBA,ARR,Downtown Campus, Ponticelli,Open w/ Reserves
17653,BIO 130LAB,Human Heredity,SHO1,LAB,M, 5:00 PM - 6:55 PM,Baldy 119,North Campus, Staff,Closed
17654,BIO 130LAB,Human Heredity,SHO2,LAB,T, 5:00 PM - 6:55 PM,Baldy 106,North Campus, Staff,Closed
17655,BIO 130LAB,Human Heredity,SHO3,LAB,W, 5:00 PM - 6:55 PM,Baldy 115,North Campus, Staff,Open
17656,BIO 130LAB,Human Heredity,SHO4,LAB,R, 5:00 PM - 6:55 PM,Baldy 127,North Campus, Staff,Closed
17657,BIO 130LAB,Human Heredity,SHO5,LAB,F, 5:00 PM - 6:55 PM,Baldy 120,North Campus, Staff,Open
12063,BIO 130LAB,Human Heredity,SHO6,LAB,W, 5:00 PM - 6:55 PM,Baldy 120,North Campus, Staff,Closed
13393,BIO 130LEC,Human Heredity,WYN,LEC,T R, 3:30 PM - 4:50 PM,Nsc 225,North Campus, Wynne,Open
20536,BIO 198SEM,Ub Seminar-Controversial Biology,YER,SEM,M, 4:00 PM - 4:50 PM,Park 143,North Campus, Yerramsetty,Open
10601,BIO 201LEC,Cell Biology,A,LEC,M W F, 9:00 AM - 9:50 AM,Norton 190,North Campus, Yerramsetty,Open
10607,BIO 201LEC,Cell Biology,B,LEC,M W F, 12:00 PM - 12:50 PM,Nsc 225,North Campus, Yerramsetty,Open
10611,BIO 201LEC,Cell Biology,C,LEC,M W F, 11:00 AM - 11:50 AM,Knox 20,North Campus, Hutson,Closed
20783,BIO 211LAB,Cell Biology Lab,04,LAB,M, 12:10 PM - 2:00 PM,Hoch 310,North Campus, Staff,Open
20755,BIO 211LAB,Cell Biology Lab,05,LAB,M, 12:30 PM - 2:20 PM,Hoch 218,North Campus, Staff,Closed
20754,BIO 211LAB,Cell Biology Lab,06,LAB,M, 12:50 PM - 2:40 PM,Cooke 210,North Campus, Staff,Closed
20784,BIO 211LAB,Cell Biology Lab,07,LAB,M, 2:20 PM - 4:10 PM,Hoch 310,North Campus, Staff,Closed
20757,BIO 211LAB,Cell Biology Lab,08,LAB,M, 2:40 PM - 4:30 PM,Hoch 218,North Campus, Staff,Closed
20756,BIO 211LAB,Cell Biology Lab,09,LAB,M, 3:00 PM - 4:50 PM,Cooke 210,North Campus, Staff,Closed
20785,BIO 211LAB,Cell Biology Lab,10,LAB,M, 4:30 PM - 6:20 PM,Hoch 310,North Campus, Staff,Open
20759,BIO 211LAB,Cell Biology Lab,11,LAB,M, 4:50 PM - 6:40 PM,Hoch 218,North Campus, Staff,Open
20758,BIO 211LAB,Cell Biology Lab,12,LAB,M, 5:10 PM - 7:00 PM,Cooke 210,North Campus, Staff,Open
20786,BIO 211LAB,Cell Biology Lab,13,LAB,T, 9:30 AM - 11:20 AM,Hoch 310,North Campus, Staff,Open
20761,BIO 211LAB,Cell Biology Lab,14,LAB,T, 9:50 AM - 11:40 AM,Hoch 218,North Campus, Staff,Open
20760,BIO 211LAB,Cell Biology Lab,15,LAB,T, 10:10 AM - 12:00 PM,Cooke 210,North Campus, Staff,Closed
20787,BIO 211LAB,Cell Biology Lab,16,LAB,T, 11:40 AM - 1:30 PM,Hoch 310,North Campus, Staff,Closed
20764,BIO 211LAB,Cell Biology Lab,17,LAB,T, 12:00 PM - 1:50 PM,Hoch 218,North Campus, Staff,Closed
20762,BIO 211LAB,Cell Biology Lab,18,LAB,T, 12:20 PM - 2:10 PM,Cooke 210,North Campus, Staff,Closed
20788,BIO 211LAB,Cell Biology Lab,19,LAB,T, 1:50 PM - 3:40 PM,Hoch 310,North Campus, Staff,Open
20766,BIO 211LAB,Cell Biology Lab,20,LAB,T, 2:10 PM - 4:00 PM,Hoch 218,North Campus, Staff,Closed
20765,BIO 211LAB,Cell Biology Lab,21,LAB,T, 2:30 PM - 4:20 PM,Cooke 210,North Campus, Staff,Closed
20789,BIO 211LAB,Cell Biology Lab,22,LAB,T, 4:00 PM - 5:50 PM,Hoch 310,North Campus, Staff,Open
20770,BIO 211LAB,Cell Biology Lab,23,LAB,T, 4:20 PM - 6:10 PM,Hoch 218,North Campus, Staff,Open
20767,BIO 211LAB,Cell Biology Lab,24,LAB,T, 4:40 PM - 6:30 PM,Cooke 210,North Campus, Staff,Open
20792,BIO 211LAB,Cell Biology Lab,31,LAB,W, 12:10 PM - 2:00 PM,Hoch 310,North Campus, Staff,Closed
20804,BIO 211LAB,Cell Biology Lab,32,LAB,W, 12:30 PM - 2:20 PM,Hoch 218,North Campus, Staff,Open
20803,BIO 211LAB,Cell Biology Lab,33,LAB,W, 12:50 PM - 2:40 PM,Cooke 210,North Campus, Staff,Closed
20793,BIO 211LAB,Cell Biology Lab,34,LAB,W, 2:20 PM - 4:10 PM,Hoch 310,North Campus, Staff,Closed
20806,BIO 211LAB,Cell Biology Lab,35,LAB,W, 2:40 PM - 4:30 PM,Hoch 218,North Campus, Staff,Closed
20805,BIO 211LAB,Cell Biology Lab,36,LAB,W, 3:00 PM - 4:50 PM,Cooke 210,North Campus, Staff,Closed
20794,BIO 211LAB,Cell Biology Lab,37,LAB,W, 4:30 PM - 6:20 PM,Hoch 310,North Campus, Staff,Open
20808,BIO 211LAB,Cell Biology Lab,38,LAB,W, 4:50 PM - 6:40 PM,Hoch 218,North Campus, Staff,Open
20807,BIO 211LAB,Cell Biology Lab,39,LAB,W, 5:10 PM - 7:00 PM,Cooke 210,North Campus, Staff,Closed
20795,BIO 211LAB,Cell Biology Lab,40,LAB,R, 9:30 AM - 11:20 AM,Hoch 310,North Campus, Staff,Open
20810,BIO 211LAB,Cell Biology Lab,41,LAB,R, 9:50 AM - 11:40 AM,Hoch 218,North Campus, Staff,Closed
20809,BIO 211LAB,Cell Biology Lab,42,LAB,R, 10:10 AM - 12:00 PM,Cooke 210,North Campus, Staff,Open
20796,BIO 211LAB,Cell Biology Lab,43,LAB,R, 11:40 AM - 1:30 PM,Hoch 310,North Campus, Staff,Closed
20813,BIO 211LAB,Cell Biology Lab,44,LAB,R, 12:00 PM - 1:50 PM,Hoch 218,North Campus, Staff,Closed
20811,BIO 211LAB,Cell Biology Lab,45,LAB,R, 12:20 PM - 2:10 PM,Cooke 210,North Campus, Staff,Closed
20797,BIO 211LAB,Cell Biology Lab,46,LAB,R, 1:50 PM - 3:40 PM,Hoch 310,North Campus, Staff,Open
20814,BIO 211LAB,Cell Biology Lab,47,LAB,R, 2:10 PM - 4:00 PM,Hoch 218,North Campus, Staff,Closed
20812,BIO 211LAB,Cell Biology Lab,48,LAB,R, 2:30 PM - 4:20 PM,Cooke 210,North Campus, Staff,Closed
20801,BIO 211LAB,Cell Biology Lab,52,LAB,R, 6:10 PM - 8:00 PM,Hoch 310,North Campus, Staff,Closed
20824,BIO 302LEC,Molecular Biology,EWW,LEC,T R, 9:30 AM - 10:50 AM,Knox 04,North Campus, Ezak  * Walker  * Wang,Open
19723,BIO 303LEC,General Physiology Lec,EZA,LEC,T R, 12:30 PM - 1:50 PM,Knox 14,North Campus, Ezak,Open
11036,BIO 305LEC,Fund Of Bio Chemistry,SEH,LEC,M W F, 10:00 AM - 10:50 AM,Nsc 225,North Campus, Sehgal,Open w/ Reserves
13971,BIO 315LLB,Fund Of Bio Chemistry Lab,01,LAB,M, 1:00 PM - 4:50 PM,Hoch 237,North Campus, Staff,Open w/ Reserves
13972,BIO 315LLB,Fund Of Bio Chemistry Lab,02,LAB,M, 6:00 PM - 9:50 PM,Hoch 237,North Campus, Staff,Closed
13973,BIO 315LLB,Fund Of Bio Chemistry Lab,03,LAB,T, 8:30 AM - 12:20 PM,Hoch 237,North Campus, Staff,Closed
13974,BIO 315LLB,Fund Of Bio Chemistry Lab,04,LAB,T, 1:00 PM - 4:50 PM,Hoch 237,North Campus, Staff,Closed
13975,BIO 315LLB,Fund Of Bio Chemistry Lab,05,LAB,T, 6:00 PM - 9:50 PM,Hoch 237,North Campus, Staff,Closed
13976,BIO 315LLB,Fund Of Bio Chemistry Lab,06,LAB,W, 1:00 PM - 4:50 PM,Hoch 237,North Campus, Staff,Closed
13977,BIO 315LLB,Fund Of Bio Chemistry Lab,07,LAB,W, 6:00 PM - 9:50 PM,Hoch 237,North Campus, Staff,Closed
15020,BIO 315LLB,Fund Of Bio Chemistry Lab,08,LAB,R, 8:30 AM - 12:20 PM,Hoch 237,North Campus, Staff,Closed
15710,BIO 315LLB,Fund Of Bio Chemistry Lab,09,LAB,R, 1:00 PM - 4:50 PM,Hoch 237,North Campus, Staff,Closed
16178,BIO 315LLB,Fund Of Bio Chemistry Lab,10,LAB,R, 6:00 PM - 9:50 PM,Hoch 237,North Campus, Staff,Closed
<<<>>>,BIO 315LLB,Fund Of Bio Chemistry Lab,SEH,LEC,F, 3:00 PM - 3:50 PM,Norton 190,North Campus, Sehgal,Open
12960,BIO 318LEC,Plant Biology,WIL,LEC,M W F, 3:00 PM - 3:50 PM,Capen 262,North Campus, Williams  * Phipps,Open w/ Reserves
16559,BIO 319LEC,Genetics,RUS,LEC,M W F, 9:00 AM - 9:50 AM,Knox 109,North Campus, Staff  * Rusche,Open w/ Reserves
21499,BIO 320LEC,Cytogenetics,LAF,LEC,M W F, 10:00 AM - 10:50 AM,Hoch 223,North Campus, Lafountain,Open
12541,BIO 367LEC,Developmental Biology,FER,LEC,M W F, 10:00 AM - 10:50 AM,Hoch 114,North Campus, * Ferkey,Open
<<<>>>,BIO 370LBR,Developmental Bio Lab,BRY,REC,F, 1:00 PM - 1:50 PM,Cfa 144,North Campus, Berry,Open
14309,BIO 370LBR,Developmental Bio Lab,BRY1,LAB,T, 1:00 PM - 3:40 PM,Hoch 212,North Campus, Staff,Open w/ Reserves
14313,BIO 370LBR,Developmental Bio Lab,BRY2,LAB,W, 1:00 PM - 3:40 PM,Hoch 212,North Campus, Staff,Open w/ Reserves
23280,BIO 387LEC,Communicating In Biology,YER1,LEC,M W F, 10:00 AM - 10:50 AM,Capen 109,North Campus, Yerramsetty,Open
18007,BIO 387LEC,Communicating In Biology,YER2,LEC,M W F, 2:00 PM - 2:50 PM,Park 145,North Campus, Yerramsetty,Open
14924,BIO 400LLB,Bioinformatics/genome Anal,L1,LAB,W, 2:00 PM - 3:50 PM,Cooke 218,North Campus, Taylor,Closed
14925,BIO 400LLB,Bioinformatics/genome Anal,L2,LAB,W, 10:00 AM - 11:50 AM,Cooke 218,North Campus, Taylor,Open
<<<>>>,BIO 400LLB,Bioinformatics/genome Anal,TAY,LEC,M, 2:00 PM - 3:50 PM,Academ 355,North Campus, Taylor,Closed
12423,BIO 404LEC,Adv Molecular Genetics,YU,LEC,M W F, 11:00 AM - 12:10 PM,Clemen 103,North Campus, Staff  * Yu,Open
10693,BIO 418LEC,Integrative Neuroscience,GUN,LEC,M W F, 9:00 AM - 9:50 AM,Nsc 228,North Campus, Staff  * Lee,Open
17081,BIO 420LAB,Cytogenetics,LAF,LAB,M W F, 1:00 PM - 2:50 PM,Hoch 223,North Campus, Lafountain,Open
21528,BIO 424LEC,Cancer Immunology,HOE,LEC,M W F, 10:00 AM - 10:50 AM,Norton 218,North Campus, Hoekstra,Open
23932,BIO 425LEC,Special Topics-Ecological Genomics,KRA,LEC,M W F, 11:00 AM - 11:50 AM,Talbrt 106,North Campus, Krabbenhoft,Open
22274,BIO 433LEC,Human Genetic Diseases,GUN,LEC,, Multiple meeting patterns.,See class detail,, Gunawardena,Open
17506,BIO 437LEC,Pattern & Process,POU,LEC,M W F, 3:00 PM - 3:50 PM,Nsc 210,North Campus, Poulin,Open
23296,BIO 448LEC,Endocrinology,WYN,LEC,T R, 12:30 PM - 1:50 PM,Talbrt 107,North Campus, Wynne,Open
13163,BIO 449SEM,Comparative Genomics,ALB,SEM,T R, 2:00 PM - 3:20 PM,Frnczk 454,North Campus, Albert,Open w/ Reserves
23793,BIO 460SEM,Foundations Of Dev Evolution,LYN,SEM,T R, 12:30 PM - 1:50 PM,Baldy 114,North Campus, Lynch,Open
16614,BIO 487LEC,Honors Research Methods,POU,LEC,M W F, 12:00 PM - 12:50 PM,Bell 325,North Campus, Poulin,Open w/ Reserves
23803,BIO 494SEM,Biology Senior Capstone,SAN,SEM,T R, 11:00 AM - 12:20 PM,Cooke 651,North Campus, Santos,Open
12913,BIO 495TUT,Undergrad Superv Teach,BRY,TUT,TBA, TBA,Dorshe 107A,North Campus, Berry,Open
16748,BIO 495TUT,Undergrad Superv Teach,DAN,TUT,TBA, TBA,Hoch 610,North Campus, Daniels,Open
21078,BIO 495TUT,Undergrad Superv Teach,EZA,TUT,TBA, TBA,Hoch 621,North Campus, Ezak,Open
16210,BIO 495TUT,Undergrad Superv Teach,HUT1,TUT,TBA, TBA,Cooke 317,North Campus, Hutson,Open
22413,BIO 495TUT,Undergrad Superv Teach,HUT2,TUT,TBA, TBA,Cooke 317,North Campus, Hutson,Open
17173,BIO 495TUT,Undergrad Superv Teach,LAF,TUT,TBA, TBA,Cooke 657,North Campus, Lafountain,Open
15806,BIO 495TUT,Undergrad Superv Teach,POU,TUT,TBA, TBA,Cooke 553,North Campus, Poulin,Closed
17108,BIO 495TUT,Undergrad Superv Teach,RUS,TUT,TBA, TBA,Cooke 531,North Campus, Rusche,Open
23310,BIO 495TUT,Undergrad Superv Teach,SAN,TUT,TBA, 12:00 PM - 12:00 PM,Hoch 643,North Campus, Santos,Open
20076,BIO 495TUT,Undergrad Superv Teach,SEH,TUT,TBA, TBA,ARR,North Campus, Sehgal,Closed
16749,BIO 495TUT,Undergrad Superv Teach,SHO,TUT,TBA, TBA,ARR,North Campus, Shortridge,Open
19015,BIO 495TUT,Undergrad Superv Teach,STR,TUT,TBA, TBA,Hoch 637,North Campus, Strobel,Open
16211,BIO 495TUT,Undergrad Superv Teach,YU,TUT,TBA, TBA,Cooke 509,North Campus, Yu,Open
21320,BIO 496TUT,Biological Sciences Internship,EZA,TUT,TBA, TBA,Hoch 621,North Campus, Ezak,Open
16370,BIO 497TUT,Dept Honors Thesis/proj,POU,TUT,TBA, TBA,Cooke 553,North Campus, Poulin,Open
13156,BIO 498TUT,Undergraduate Research,ALB,TUT,TBA, TBA,Hoch 531,North Campus, Albert,Open
12911,BIO 498TUT,Undergraduate Research,BRY,TUT,TBA, TBA,Dorshe 107A,North Campus, Berry,Open
12732,BIO 498TUT,Undergraduate Research,CUL,TUT,TBA, TBA,Cooke 532,North Campus, Cullen,Open
12357,BIO 498TUT,Undergraduate Research,DAN,TUT,TBA, TBA,Cooke 109,North Campus, Daniels,Open
22806,BIO 498TUT,Undergraduate Research,EZA,TUT,TBA, TBA,Hoch 621,North Campus, Ezak,Open
12538,BIO 498TUT,Undergraduate Research,FER,TUT,TBA, TBA,Cooke 530,North Campus, Ferkey,Open
12502,BIO 498TUT,Undergraduate Research,FRE,TUT,TBA, TBA,Cooke 370,North Campus, Free,Open
16213,BIO 498TUT,Undergraduate Research,GOK,TUT,TBA, TBA,Hoch 532,North Campus, Gokcumen,Open
12417,BIO 498TUT,Undergraduate Research,GUN,TUT,TBA, TBA,Hoch 535,North Campus, Gunawardena,Open
19953,BIO 498TUT,Undergraduate Research,HAL,TUT,TBA, TBA,ARR,Downtown Campus, Halfon,Open
22885,BIO 498TUT,Undergraduate Research,HOE,TUT,TBA, TBA,Cooke 554,North Campus, Hoekstra,Open
13017,BIO 498TUT,Undergraduate Research,JLE,TUT,TBA, TBA,Cooke 535,North Campus, Lee,Open
12051,BIO 498TUT,Undergraduate Research,KOU,TUT,TBA, TBA,Cooke 607,North Campus, Koudelka,Open
23314,BIO 498TUT,Undergraduate Research,KRAC,TUT,TBA, 12:00 PM - 12:00 PM,Hoch 533,North Campus, Krabbenhoft,Open
18004,BIO 498TUT,Undergraduate Research,KRAT,TUT,TBA, TBA,Hoch 533,North Campus, Krabbenhoft,Open
12023,BIO 498TUT,Undergraduate Research,LAF,TUT,TBA, TBA,Cooke 657,North Campus, Lafountain,Open
11956,BIO 498TUT,Undergraduate Research,LIN,TUT,TBA, TBA,Hoch 534,North Campus, Lindqvist,Open
12932,BIO 498TUT,Undergraduate Research,LYN,TUT,TBA, TBA,Cooke 551,North Campus, Lynch,Open
11812,BIO 498TUT,Undergraduate Research,MED,TUT,TBA, TBA,Cooke 619,North Campus, Medler,Open
11506,BIO 498TUT,Undergraduate Research,POU,TUT,TBA, TBA,Cooke 553,North Campus, Poulin,Open
15433,BIO 498TUT,Undergraduate Research,RUS,TUT,TBA, TBA,Cooke 531,North Campus, Rusche,Open
13178,BIO 498TUT,Undergraduate Research,SKL,TUT,TBA, TBA,Cooke 533,North Campus, Lee,Open
11984,BIO 498TUT,Undergraduate Research,STR,TUT,TBA, TBA,Hoch 637,North Campus, Strobel,Open
10883,BIO 498TUT,Undergraduate Research,TAY,TUT,TBA, TBA,Hoch 530,North Campus, Taylor,Open
12335,BIO 498TUT,Undergraduate Research,WAL,TUT,TBA, TBA,Cooke 534,North Campus, Walker,Open
18003,BIO 498TUT,Undergraduate Research,WAN,TUT,TBA, TBA,Cooke 653,North Campus, Wang,Open
10698,BIO 498TUT,Undergraduate Research,XUF,TUT,TBA, TBA,Hoch 551,North Campus, Xu-Friedman,Open
13581,BIO 498TUT,Undergraduate Research,YU,TUT,TBA, TBA,Cooke 509,North Campus, Yu,Open
13157,BIO 499TUT,Independent Study,ALB,TUT,TBA, TBA,Hoch 531,North Campus, Albert,Open
12910,BIO 499TUT,Independent Study,BRY,TUT,TBA, TBA,Dorshe 107A,North Campus, Berry,Open
12726,BIO 499TUT,Independent Study,CUL,TUT,TBA, TBA,Cooke 532,North Campus, Cullen,Open
12359,BIO 499TUT,Independent Study,DAN,TUT,TBA, TBA,Cooke 109,North Campus, Daniels,Open
12537,BIO 499TUT,Independent Study,FER,TUT,TBA, TBA,Cooke 530,North Campus, Ferkey,Open
12508,BIO 499TUT,Independent Study,FRE,TUT,TBA, TBA,Cooke 370,North Campus, Free,Open
16212,BIO 499TUT,Independent Study,GOK,TUT,TBA, TBA,Hoch 532,North Campus, Gokcumen,Open
